user,pool,block,lpvalue
0x0b9d9f14c09b0bceb29b8d410dc67f20ed1d0f9d,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0b9fc2c12789b43b413a2f3992365a2992d35631,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
0x0bb53de33df0f8ba40e0e06be85998f506c4c7bc,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,22.8106
0x0bcab08aba1c82e7074b5bc197649f471f73fb83,0x04627b24ede101b0a92211a92f996eda3fa6cc75,4749316,0.0
0x0bcab08aba1c82e7074b5bc197649f471f73fb83,0xc8dab61bc9d83123649691120d1c8350e41abd60,4749316,0.0
0x0c1f0db52c61352be123239bd180ad3f1640ad88,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,0.0
0x0c52b0cedd939f108d36539fa238d5e56b31ba41,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0c581aa72e35f786a957d3abb0d1ee10a80e2b92,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,999.9719
0x0c8fe8df59a2dee3dc4a5369d116cf023b242f8e,0xe1b9041bc284651bbb7a8bd0b2edbfbdf56d2fdc,4749316,0.0
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
0x0caa30c41691b1e9c7404d9435f7cd90b0b39f42,0x89aa47e1ccb8d4a5b1119358182f06d04471109d,4749316,0.9225
0x0cafeb997d8ecbec73e9b39697f3115c882acef1,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,0.0
0x0d327122aa540349b9ce2dfdc321b4c654ab510a,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0d369964a131a59385f6e3a32c86dd52f9e34490,0xe1b9041bc284651bbb7a8bd0b2edbfbdf56d2fdc,4749316,35.5884
0x0d4a3b2ad6efe49702294ef354c0d7874f4fb9c2,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,6.1455
0x0d5e0650424c45abb1bd537593c25047fe824813,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
0x0d62083487af66153f7bf53a9355b1ba5b3a16f5,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,7.2202
0x0d98d7e35e7c7ca2a2241c3b326d539badbd2185,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,3.9987
0x0dcec6f9a1329992ffb41b85b556e48cd1810987,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,30.0174
0x0ddeb253e906db05b8592f8c017481316241b350,0xc8dab61bc9d83123649691120d1c8350e41abd60,4749316,0.0
0x0deb845de6dd1399cd704ac10e07e8baa8b80472,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
